NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT04647929,Comparison of Surgical Treatment Options for Primary Congenital and Developmental Glaucomas,https://clinicaltrials.gov/study/NCT04647929,WITHDRAWN,INTERVENTIONAL
NCT00317577,Study of Medical Treatment of Low-Pressure (Normal Tension) Glaucoma,https://clinicaltrials.gov/study/NCT00317577,COMPLETED,INTERVENTIONAL
NCT00551902,Effect of an Anterior Chamber Infusion System on Trabeculectomy Outcomes,https://clinicaltrials.gov/study/NCT00551902,WITHDRAWN,INTERVENTIONAL
NCT05925894,Efficacy Mydrane ® for Cataract Surgery in Patients With Concomitant Primary Open Angle Glaucoma.,https://clinicaltrials.gov/study/NCT05925894,COMPLETED,INTERVENTIONAL
NCT04433702,Effect of Negative Pressure on Pattern Electroretinography Readings,https://clinicaltrials.gov/study/NCT04433702,UNKNOWN,INTERVENTIONAL
NCT00330577,24-Hour Intraocular Pressure (IOP) And Blood Pressure Control In Glaucoma And Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT00330577,COMPLETED,INTERVENTIONAL
NCT04141891,Advancing Understanding of Transportation Options,https://clinicaltrials.gov/study/NCT04141891,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT01568008,Observational Study of Lumigan® 0.01% for Treatment of Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT),https://clinicaltrials.gov/study/NCT01568008,COMPLETED,OBSERVATIONAL
NCT04242108,Diagnostic Performance of Deep Learning for Angle Closure,https://clinicaltrials.gov/study/NCT04242108,UNKNOWN,OBSERVATIONAL
NCT02419508,SIMBRINZA® Suspension BID as an Adjunctive to Prostaglandin Analogue (PGA),https://clinicaltrials.gov/study/NCT02419508,COMPLETED,INTERVENTIONAL
NCT00143208,Evaluation Of Intraocular Pressure Lowering-Effect Of Xalacom In Patients With Poag Or Oh.,https://clinicaltrials.gov/study/NCT00143208,COMPLETED,INTERVENTIONAL
NCT00430209,Neurovascular Coupling in Eyes of Glaucoma Patients,https://clinicaltrials.gov/study/NCT00430209,COMPLETED,OBSERVATIONAL
NCT05790408,Anterior-segment OCT (AS-OCT) and Intraoperative OCT (iOCT) for Trans- Conjunctival Needle Revision (TCNR),https://clinicaltrials.gov/study/NCT05790408,TERMINATED,INTERVENTIONAL
NCT00485108,Anti-inflammatory Therapy Following Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT00485108,COMPLETED,INTERVENTIONAL
NCT00485108,Anti-inflammatory Therapy Following Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT00485108,COMPLETED,INTERVENTIONAL
NCT03560609,Optic Nerve Head Structural Response to IOP Elevation in Patients With Keratoconus,https://clinicaltrials.gov/study/NCT03560609,RECRUITING,INTERVENTIONAL
NCT00481208,Diurnal Intraocular Pressure and Peripapillary Retinal Blood Flow in Medically Controlled Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT00481208,COMPLETED,OBSERVATIONAL
NCT00901108,Trabectome Versus Trabeculectomy With Mitomycin C in Patients With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00901108,TERMINATED,INTERVENTIONAL
NCT02379208,Evaluation of Rate of Progression With Perimetry in Newly Diagnosed Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT02379208,UNKNOWN,OBSERVATIONAL
NCT05626491,Electrical Stimulation for the Treatment of Glaucoma,https://clinicaltrials.gov/study/NCT05626491,RECRUITING,INTERVENTIONAL
NCT05626491,Electrical Stimulation for the Treatment of Glaucoma,https://clinicaltrials.gov/study/NCT05626491,RECRUITING,INTERVENTIONAL
NCT03631108,Feasibility Study and Preliminary Application Study on Iris OCTA,https://clinicaltrials.gov/study/NCT03631108,UNKNOWN,OBSERVATIONAL
NCT04271709,Manhattan Vision Screening and Follow-Up Study (NYC-SIGHT),https://clinicaltrials.gov/study/NCT04271709,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT02207491,Double-masked Study of AR-13324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02207491,COMPLETED,INTERVENTIONAL
NCT01217606,Safety and Efficacy of Triple Combination Therapy in Patients With Primary Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01217606,COMPLETED,INTERVENTIONAL
NCT03387306,Serum Bilirubin Levels in Normal-tension Glaucoma,https://clinicaltrials.gov/study/NCT03387306,COMPLETED,OBSERVATIONAL
NCT01125306,Efficiency of XAL-EASE Device in Glaucoma and/or Ocular Hypertension (OHT) Patients Treated With Xalatan or Xalacom,https://clinicaltrials.gov/study/NCT01125306,UNKNOWN,INTERVENTIONAL
NCT05999006,Safety and Feasibility of the ELIOS System in POAG Patients,https://clinicaltrials.gov/study/NCT05999006,RECRUITING,INTERVENTIONAL
NCT00652106,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00652106,COMPLETED,INTERVENTIONAL
NCT05695027,Nicotinamide and Pyruvate for Open Angle Glaucoma: A Randomized Clinical Study,https://clinicaltrials.gov/study/NCT05695027,RECRUITING,INTERVENTIONAL
NCT02017327,Safety and Efficacy Assessment of Monoprost® in Comparison With Lumigan® 0.01 % and Lumigan® 0.03% Unit Dose,https://clinicaltrials.gov/study/NCT02017327,COMPLETED,INTERVENTIONAL
NCT00803504,Correlation of Optic Disk Morphology and Ocular Perfusion Parameters in Patients With Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00803504,COMPLETED,OBSERVATIONAL
NCT04440527,Intraocular Pressure After Preserflo / Innfocus Microshunt Implantation vs Trabeculectomy,https://clinicaltrials.gov/study/NCT04440527,NOT_YET_RECRUITING,INTERVENTIONAL
NCT05022004,A Therapeutic Equivalence Study in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT05022004,COMPLETED,INTERVENTIONAL
NCT01297517,Efficacy and Safety Study of Brinzolamide 1%/Brimonidine 0.2% vs. Brinzolamide 1% and Brimonidine 0.2%,https://clinicaltrials.gov/study/NCT01297517,COMPLETED,INTERVENTIONAL
NCT03931317,Study Comparing the Effects of Latanoprostene Bunod and Timolol on Retinal Blood Vessel Density and Visual Acuity,https://clinicaltrials.gov/study/NCT03931317,COMPLETED,INTERVENTIONAL
NCT05566626,Retinal Oxygenation Estimation Trial With Mantis Photonics Hyperspectral Camera,https://clinicaltrials.gov/study/NCT05566626,ENROLLING_BY_INVITATION,INTERVENTIONAL
NCT04676126,Augmented Macular Pigment-containing Nutraceutical and Central Visual Function,https://clinicaltrials.gov/study/NCT04676126,WITHDRAWN,INTERVENTIONAL
NCT02867527,Prospective Constitution of Database Gathering Data of Patients Suffering From Glaucoma Followed at University Hospital of Grenoble,https://clinicaltrials.gov/study/NCT02867527,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT01749904,Comparing Safety and Efficacy of BOL-303259-X With Timolol Maleate in Subjects With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01749904,COMPLETED,INTERVENTIONAL
NCT00538304,A Study of the Safety and Efficacy of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00538304,COMPLETED,INTERVENTIONAL
NCT00069706,Phase II Safety and Efficacy Study to Evaluate a Glaucoma Therapy in Open-angle Glaucoma or Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT00069706,COMPLETED,INTERVENTIONAL
NCT01254604,Preservative-Free Tafluprost (MK-2452) for the Treatment of Open-Angle Glaucoma or Ocular Hypertension (MK-2452-002),https://clinicaltrials.gov/study/NCT01254604,COMPLETED,INTERVENTIONAL
NCT01346904,a 3.0T Magnetic Resonance Imaging Study,https://clinicaltrials.gov/study/NCT01346904,UNKNOWN,OBSERVATIONAL
NCT00828906,DuoTrav® Eye Drops As Replacement Therapy Program,https://clinicaltrials.gov/study/NCT00828906,COMPLETED,INTERVENTIONAL
NCT06135727,Screening Protocol,https://clinicaltrials.gov/study/NCT06135727,ENROLLING_BY_INVITATION,INTERVENTIONAL
NCT00372827,Study of Brinzolamide and Timolol When Added to Travoprost in Primary Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00372827,COMPLETED,INTERVENTIONAL
NCT05111106,Symfony Intraocular Lens Retrospective Chart Review,https://clinicaltrials.gov/study/NCT05111106,COMPLETED,OBSERVATIONAL
NCT01927406,The Secondary Beneficial Effects of Prostaglandin Analog Treatment in Thyroid Eye Disease Patients.,https://clinicaltrials.gov/study/NCT01927406,WITHDRAWN,INTERVENTIONAL
NCT00706927,Effect of Xalacom® (Latanoprost/Timolol) and Combigan® (Brimonidine/Timolol) Fixed Combination on Intraocular Pressure and Ocular Blood Flow in Patients With Primary Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00706927,COMPLETED,INTERVENTIONAL
NCT04890106,Bioequivalence Study With Clinical Endpoint Comparing Bimatoprost Ophthalmic Solution 0.01% to LUMIGAN® In The Treatment of Chronic Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT04890106,COMPLETED,INTERVENTIONAL
NCT05042609,A Study of TRS01 in Subjects With Active Non-infectious Anterior Uveitis Including Subjects With Uveitic Glaucoma,https://clinicaltrials.gov/study/NCT05042609,COMPLETED,INTERVENTIONAL
NCT04857827,A Study to Evaluate Safety and Tolerability of QLS-101 in NTG,https://clinicaltrials.gov/study/NCT04857827,COMPLETED,INTERVENTIONAL
NCT04920227,Comparation of CLASS Combined With Phacoemulsification and CLASS Alone in the Treatment of Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT04920227,UNKNOWN,INTERVENTIONAL
NCT01253109,Continuous Intraocular Pressure (IOP) Monitoring in Pigmentary Dispersion Syndrome and Pigmentary Glaucoma Patients,https://clinicaltrials.gov/study/NCT01253109,TERMINATED,OBSERVATIONAL
NCT01253109,Continuous Intraocular Pressure (IOP) Monitoring in Pigmentary Dispersion Syndrome and Pigmentary Glaucoma Patients,https://clinicaltrials.gov/study/NCT01253109,TERMINATED,OBSERVATIONAL
NCT01915706,The Effect of Scheduled Ripcord Removal on the Outcomes of Baerveldt 350 Implants,https://clinicaltrials.gov/study/NCT01915706,COMPLETED,INTERVENTIONAL
NCT02526706,Using a Type of Blue Dye to Observe Bleb Function During Cataract Surgery,https://clinicaltrials.gov/study/NCT02526706,COMPLETED,INTERVENTIONAL
NCT04773106,Long-term Safety and Performance of the ARGOS-SC Suprachoroidal Pressure Sensor System in Patients With Glaucoma Underwent Non-penetrating Glaucoma Surgery,https://clinicaltrials.gov/study/NCT04773106,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT01862627,Macular Retinoschisis and Detachment Associated With Glaucomatous Optic Neuropathy,https://clinicaltrials.gov/study/NCT01862627,COMPLETED,OBSERVATIONAL
NCT03445806,IOP Monitoring After Trabeculectomy Using iCare Home,https://clinicaltrials.gov/study/NCT03445806,TERMINATED,OBSERVATIONAL
NCT05527106,Evaluation of the Effect of Citicoline and Docosahexaenoic Acid (DHA) on the Visual Function of Patients With Glaucoma,https://clinicaltrials.gov/study/NCT05527106,COMPLETED,INTERVENTIONAL
NCT02628327,Factors Influencing Patient Satisfaction in a Glaucoma Population,https://clinicaltrials.gov/study/NCT02628327,COMPLETED,OBSERVATIONAL
NCT01255306,The Influence of Silicone Oil on Nerve Fiber Layer Thickness After Pars Plana Vitrectomy,https://clinicaltrials.gov/study/NCT01255306,COMPLETED,OBSERVATIONAL
NCT00238563,Post-Operative Sub-Tenon Kenalog in Glaucoma Filtering Surgery,https://clinicaltrials.gov/study/NCT00238563,WITHDRAWN,INTERVENTIONAL
NCT02776449,Pressure Difference Between Brain and Eye: a Possible Cause to Normal Tension Glaucoma.,https://clinicaltrials.gov/study/NCT02776449,COMPLETED,OBSERVATIONAL
NCT00140049,A 12week Randomized Evaluator-Masked Parallel Group Comparing Evening Dosing Of Xalacom Vs Cosopt In Subj W/ Glaucoma,https://clinicaltrials.gov/study/NCT00140049,COMPLETED,INTERVENTIONAL
NCT03750149,Reading Analysis in Ophthalmologic Patients,https://clinicaltrials.gov/study/NCT03750149,UNKNOWN,INTERVENTIONAL
NCT02742649,A Study to Evaluate Efficacy and Safety of a Fixed Combination Ocular Insert in Participants With Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02742649,COMPLETED,INTERVENTIONAL
NCT04178863,CATS Tonometer IOP Reduction Latanoprost Verses Timolol,https://clinicaltrials.gov/study/NCT04178863,UNKNOWN,INTERVENTIONAL
NCT00744705,Normative Database of the Retinal Nerve Fiber Layer Thickness Measured by the Cirrus HD OCT in Asians,https://clinicaltrials.gov/study/NCT00744705,UNKNOWN,OBSERVATIONAL
NCT03691649,A Phase III Study Assessing the Efficacy and Safety of DE-117 Ophthalmic Solution Compared With Timolol Maleate Ophthalmic Solution 0.5% in Subjects With Glaucoma or Ocular Hypertension - Spectrum 3 Study,https://clinicaltrials.gov/study/NCT03691649,COMPLETED,INTERVENTIONAL
NCT03014349,Water Drinking Test and Its Reproducibility in Goldmann Applanation Tonometry and Pneumatic Tonometry,https://clinicaltrials.gov/study/NCT03014349,COMPLETED,OBSERVATIONAL
NCT02990663,The Effect of Antihypertensive Medication Timing on Morbidity and Mortality,https://clinicaltrials.gov/study/NCT02990663,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT02990663,The Effect of Antihypertensive Medication Timing on Morbidity and Mortality,https://clinicaltrials.gov/study/NCT02990663,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT02990663,The Effect of Antihypertensive Medication Timing on Morbidity and Mortality,https://clinicaltrials.gov/study/NCT02990663,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT06054763,Buyang Huanwu Decoction and Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT06054763,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01452009,Three Month Safety and Efficacy Study of TRAVATAN® Versus Travoprost Ophthalmic Solution 0.004%,https://clinicaltrials.gov/study/NCT01452009,WITHDRAWN,INTERVENTIONAL
NCT00338208,Adult Providing Access to the Visual Environment (PAVE) - Glaucoma Pilot,https://clinicaltrials.gov/study/NCT00338208,COMPLETED,INTERVENTIONAL
NCT03233308,Study of Netarsudil Ophthalmic Solution in Subjects With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT),https://clinicaltrials.gov/study/NCT03233308,COMPLETED,INTERVENTIONAL
NCT04610008,Optic Nerve Head Shape as a Predictor of the Formation of Acquired Pits of the Optic Nerve (APONs),https://clinicaltrials.gov/study/NCT04610008,COMPLETED,OBSERVATIONAL
NCT05539508,Role of Peripheral Vision in Scene Perception (PERISCE),https://clinicaltrials.gov/study/NCT05539508,NOT_YET_RECRUITING,OBSERVATIONAL
NCT02174991,A Compassionate Case Study to Assess the Hypotensive Efficacy of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Glaucoma Patients With Uncontrolled Intraocular Pressure to Avoid Surgical Intervention,https://clinicaltrials.gov/study/NCT02174991,UNKNOWN,INTERVENTIONAL
NCT05564091,Cataract Surgery in Conjunction With Ab-interno Canaloplasty Compared to Cataract Surgery Only in Patients With Mild to Moderate Primary Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT05564091,RECRUITING,INTERVENTIONAL
NCT01564108,The LIMO Study Lucentis for Treatment of Uveitic Patients With Refractory Cystoid Macular Oedema,https://clinicaltrials.gov/study/NCT01564108,COMPLETED,INTERVENTIONAL
NCT05115708,Kahook Dual Blade Ab-interno Trabeculotomy Versus ab Externo Viscotrabeculotomy in Primary Congenital Glaucoma,https://clinicaltrials.gov/study/NCT05115708,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01719809,An Evaluation of the Ability to Train Established Glaucoma Patients Who Have Difficulty in Drop Instillation,https://clinicaltrials.gov/study/NCT01719809,TERMINATED,OBSERVATIONAL
NCT01188291,Retinal Nerve Fiber Layer Thickness Measurements in Patients With Sleep Apnea Syndrome,https://clinicaltrials.gov/study/NCT01188291,COMPLETED,OBSERVATIONAL
NCT01262209,Clinical Effectiveness of Low Vision Rehabilitation in Glaucoma Patients,https://clinicaltrials.gov/study/NCT01262209,COMPLETED,INTERVENTIONAL
NCT01227291,SYL040012. Tolerance and Effect on Intraocular Pressure in Subjects With Intraocular Pressure (IOP) >= 21 mm Hg,https://clinicaltrials.gov/study/NCT01227291,COMPLETED,INTERVENTIONAL
NCT04495491,Predicting the Effect of Laser Peripheral Iridotomy,https://clinicaltrials.gov/study/NCT04495491,UNKNOWN,OBSERVATIONAL
NCT04630808,MRCT Evaluating NCX 470 vs. Latanoprost in Subjects With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT04630808,RECRUITING,INTERVENTIONAL
NCT01291108,Safety and Efficacy of AGN-210669 Ophthalmic Solution Compared With Bimatoprost Ophthalmic Solution in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01291108,COMPLETED,INTERVENTIONAL
NCT02828891,Analysis of Translaminar Pressure Gradient Using Noninvasive Cerebrospinal Fluid Pressure Monitoring,https://clinicaltrials.gov/study/NCT02828891,WITHDRAWN,INTERVENTIONAL
NCT02765308,Aqueous Humor Dynamics and Hypertensive Uveitis,https://clinicaltrials.gov/study/NCT02765308,COMPLETED,OBSERVATIONAL
NCT00966108,SENSIMED Triggerfish Discomfort During IOP Monitoring,https://clinicaltrials.gov/study/NCT00966108,COMPLETED,OBSERVATIONAL
NCT01881126,An Efficacy and Safety Study of Bimatoprost 0.01% Alone Compared With Travoprost 0.004% and Timolol 0.5% in Subjects With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01881126,COMPLETED,INTERVENTIONAL
NCT04622605,Hydrus Microstent and Lens Extraction for the Treatment of Primary Angle-Closure Glaucoma,https://clinicaltrials.gov/study/NCT04622605,COMPLETED,INTERVENTIONAL
NCT02988752,Comparison Between an Electronic Mobile Device and Optical Coherence Tomography to Determine Cup-to-disc Ratio,https://clinicaltrials.gov/study/NCT02988752,UNKNOWN,INTERVENTIONAL
NCT05690152,Persistence of Glaucoma Patients With Web-Browser-Based Visual Field Test,https://clinicaltrials.gov/study/NCT05690152,RECRUITING,INTERVENTIONAL
NCT01687426,Study Evaluating the Safety and Intraocular Pressure (IOP) Lowering Response of Brimonidine Tartrate Ophthalmic Solution in Subjects With Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01687426,COMPLETED,INTERVENTIONAL
NCT04342052,Glaucoma After Congenital Cataract Surgery,https://clinicaltrials.gov/study/NCT04342052,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT05626426,Electrical Stimulation for the Treatment of Optic Neuropathies,https://clinicaltrials.gov/study/NCT05626426,RECRUITING,INTERVENTIONAL
NCT05626426,Electrical Stimulation for the Treatment of Optic Neuropathies,https://clinicaltrials.gov/study/NCT05626426,RECRUITING,INTERVENTIONAL
NCT03965052,Safety and Tolerability of the Ophthalmic Solution PRO-179 Compared With Travatan®,https://clinicaltrials.gov/study/NCT03965052,COMPLETED,INTERVENTIONAL
NCT02531152,28-Day Repeated Topical Study to Evaluate the Safety and Activity of 5 Escalating Dose Levels of SAR366234 and One Dose of Latanoprost in Patients With Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02531152,COMPLETED,INTERVENTIONAL
NCT05231252,The Effect of Direct Cyclophotocoagulation Using Endolaser in Silicon Induced Glaucoma: a Pilot Study.,https://clinicaltrials.gov/study/NCT05231252,COMPLETED,INTERVENTIONAL
NCT02622191,Analysis of the Eye in Patients With Primary Open-Angle Glaucoma and a Visual Field Defect in One Eye,https://clinicaltrials.gov/study/NCT02622191,COMPLETED,INTERVENTIONAL
NCT01020071,Prospective Evaluation of the Efficacy of Pascal Laser Iridotomy and Pascal Laser Peripheral Iridoplasty: A Pilot Study,https://clinicaltrials.gov/study/NCT01020071,COMPLETED,INTERVENTIONAL
NCT02121171,Combined Trab+Trab Versus Combined Trab+Trab With Subconjunctival Implantation of Ologen for Primary Congenital Glaucoma,https://clinicaltrials.gov/study/NCT02121171,UNKNOWN,INTERVENTIONAL
NCT00076271,Evaluation and Treatment of Pediatric Developmental and Genetic Eye Diseases,https://clinicaltrials.gov/study/NCT00076271,COMPLETED,OBSERVATIONAL
NCT01051739,Variability in Perimetry Study,https://clinicaltrials.gov/study/NCT01051739,COMPLETED,OBSERVATIONAL
NCT01284439,Hydroxypropylmethylcellulose 0.3% and Sodium Hyaluronate 0.18% for Ocular Surface Disease in Glaucoma,https://clinicaltrials.gov/study/NCT01284439,UNKNOWN,INTERVENTIONAL
NCT02612571,Comparing Rates of Glaucoma in Professional Wind Versus Non-Wind Instrument Players,https://clinicaltrials.gov/study/NCT02612571,COMPLETED,OBSERVATIONAL
NCT00867971,Is Recombinant Growth Hormone Therapy Associated With Increased Intraoccular Pressure?,https://clinicaltrials.gov/study/NCT00867971,UNKNOWN,OBSERVATIONAL
NCT01461291,Multicenter Study Using Glaukos® Trabecular Micro-Bypass Stent Model GTS400 Using the G2-M-IS Injector System in Conjunction With Cataract Surgery,https://clinicaltrials.gov/study/NCT01461291,COMPLETED,INTERVENTIONAL
NCT05236439,Study of a Cilioscleral Interposition Device (CID) SV22 in Patients With Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05236439,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT03529591,Is the Reduction in IOP After Treatment of 180 Degrees Equivalent to Treatment of 360 Degrees With SLT?,https://clinicaltrials.gov/study/NCT03529591,COMPLETED,INTERVENTIONAL
NCT05583591,Prospective Randomized Controlled Study Comparing Combined Phacoemulsification With iStent Inject W Versus Hydrus for Mild to Moderate Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05583591,RECRUITING,INTERVENTIONAL
NCT00347191,Relationship Between Central Corneal Thickness and Intraocular Pressure Measures Instruments.,https://clinicaltrials.gov/study/NCT00347191,COMPLETED,OBSERVATIONAL
NCT01064505,Safety Study of a Single IVT Injection of QPI-1007 in Chronic Optic Nerve Atrophy and Recent Onset NAION Patients,https://clinicaltrials.gov/study/NCT01064505,COMPLETED,INTERVENTIONAL
NCT05160805,A Phase 1b Study of ONL1204 Ophthalmic Solution in Patients With Progressing Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05160805,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT01300949,Spaeth/Richman Contrast Sensitivity Test,https://clinicaltrials.gov/study/NCT01300949,COMPLETED,INTERVENTIONAL
NCT04161963,Incidence of Sub-clinical Cystoid Macular Edema After Cataract Surgery,https://clinicaltrials.gov/study/NCT04161963,UNKNOWN,OBSERVATIONAL
NCT00230763,Determination Of Predictive Factors Allowing To An Additional 10% Reduction Of Intra-Ocular Pressure,https://clinicaltrials.gov/study/NCT00230763,COMPLETED,INTERVENTIONAL
NCT01384149,EXTERNAL SLT Treatment in Patients With Uncontrolled OPEN ANGLE GLAUCOMA,https://clinicaltrials.gov/study/NCT01384149,COMPLETED,INTERVENTIONAL
NCT04761705,Safety and Efficacy Study of JV-GL1 in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT04761705,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT02653963,Triamcinolone for Ahmed Glaucoma Valve,https://clinicaltrials.gov/study/NCT02653963,COMPLETED,INTERVENTIONAL
NCT01802463,Study on Ocular Blood Flow and the Orbital Cerebrospinal Fluid Pressure in Glaucoma,https://clinicaltrials.gov/study/NCT01802463,COMPLETED,OBSERVATIONAL
NCT00000149,Collaborative Initial Glaucoma Treatment Study (CIGTS),https://clinicaltrials.gov/study/NCT00000149,UNKNOWN,INTERVENTIONAL
NCT03318549,Evaluation of Visual and Task Performance,https://clinicaltrials.gov/study/NCT03318549,ENROLLING_BY_INVITATION,INTERVENTIONAL
NCT02972749,Modifiable Factors and Glaucoma - RCT,https://clinicaltrials.gov/study/NCT02972749,COMPLETED,INTERVENTIONAL
NCT05044793,A Clinical Study To Assess The Safety And Effectiveness Of The OMNI® Surgical System,https://clinicaltrials.gov/study/NCT05044793,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT06030193,Qlaris Phase 2 Study in NTG Patients,https://clinicaltrials.gov/study/NCT06030193,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01281020,Adherence With Fixed Versus Unfixed Glaucoma Therapy,https://clinicaltrials.gov/study/NCT01281020,COMPLETED,OBSERVATIONAL
NCT01114893,Travoprost Five Day Posology Study,https://clinicaltrials.gov/study/NCT01114893,COMPLETED,INTERVENTIONAL
NCT01297920,Three Month Efficacy/Safety Study With a 3-Month Safety Extension of Brinzolamide 1%/Brimonidine 0.2% vs. Brinzolamide 1% or Brimonidine 0.2%,https://clinicaltrials.gov/study/NCT01297920,COMPLETED,INTERVENTIONAL
NCT04024293,Intraocular Pressure Measured by a Novel Sensing Contact Lens Versus Tonometry,https://clinicaltrials.gov/study/NCT04024293,NOT_YET_RECRUITING,INTERVENTIONAL
NCT02006693,Evaluation of the XEN Implant in Moderate Primary Open Angle Glaucoma (POAG) Participants,https://clinicaltrials.gov/study/NCT02006693,COMPLETED,INTERVENTIONAL
NCT03478293,iStent Inject in OAG Subjects on 2 Pre-op Topical Ocular Hypotensive Medications,https://clinicaltrials.gov/study/NCT03478293,TERMINATED,INTERVENTIONAL
NCT00772993,Efficacy of Retinal Nerve Fiber Layer (RNFL) / Retinal Thickness Ratio by Cirrus OCT Utilizing Spectral -Domain Technology as a Diagnostic Predictor of Glaucoma,https://clinicaltrials.gov/study/NCT00772993,UNKNOWN,OBSERVATIONAL
NCT04245163,Development and Implementation of an Educational Program to Enhance Adherence to Glaucoma Treatment,https://clinicaltrials.gov/study/NCT04245163,UNKNOWN,INTERVENTIONAL
NCT01931904,Eye Pressure Lowering Surgery,https://clinicaltrials.gov/study/NCT01931904,RECRUITING,OBSERVATIONAL
NCT00108017,Comparison of the Effects of Two Glaucoma Drugs Over 24 Hours (0507A-137)(COMPLETED),https://clinicaltrials.gov/study/NCT00108017,COMPLETED,INTERVENTIONAL
NCT02154217,Comparison of the Effects of Bimatoprost and a Fixed Combination of Latanoprost and Timolol on 24-hour Blood and Ocular Perfusion Pressures,https://clinicaltrials.gov/study/NCT02154217,COMPLETED,INTERVENTIONAL
NCT01774227,the Pops-titration Versus the Slow-coagulation Cyclophotocoagulation in Treatment of Refractory Glaucoma,https://clinicaltrials.gov/study/NCT01774227,COMPLETED,INTERVENTIONAL
NCT04075227,Topical 0.2% Loteprednol Etabonate vs. Topical 0.1% Dexamethasone in Impending Recurrent Pterygium,https://clinicaltrials.gov/study/NCT04075227,COMPLETED,INTERVENTIONAL
NCT02873806,Two Trabecular Micro-bypass Stents & Postoperative Travoprost to Treat Glaucoma Subjects on Two Hypotensive Agents,https://clinicaltrials.gov/study/NCT02873806,COMPLETED,INTERVENTIONAL
NCT05352906,Accuracy of Handheld and Non-contact Tonometry,https://clinicaltrials.gov/study/NCT05352906,RECRUITING,INTERVENTIONAL
NCT00761709,Safety and Intraocular Pressure (IOP)-Lowering Efficacy of AL-39256 in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00761709,COMPLETED,INTERVENTIONAL
NCT02624427,Goldmann Applanation Tonometry Dynamic Contour Tonometry and Corvis ST Tonometer,https://clinicaltrials.gov/study/NCT02624427,COMPLETED,INTERVENTIONAL
NCT05338606,Expanded Access to Bimatoprost (Durysta),https://clinicaltrials.gov/study/NCT05338606,AVAILABLE,EXPANDED_ACCESS
